,base_market,quote_market,hedge_ratio,half_life
98,NEAR-USD,BTC-USD,0.00010436301494636269,3.0
99,NEAR-USD,DOT-USD,0.36054243595583635,4.0
100,NEAR-USD,CRV-USD,2.237035680089163,5.0
101,NEAR-USD,SOL-USD,0.10660917600359882,4.0
102,NEAR-USD,AAVE-USD,0.028859974848071245,3.0
103,NEAR-USD,UNI-USD,0.36237794870255224,3.0
104,NEAR-USD,MATIC-USD,1.8156462813740408,4.0
105,NEAR-USD,AVAX-USD,0.12790015553072223,3.0
106,NEAR-USD,ETH-USD,0.0015039670907416014,2.0
107,ALGO-USD,AVAX-USD,0.013848998390722258,3.0
108,XMR-USD,ETH-USD,0.09813028515569058,1.0
109,SUSHI-USD,BTC-USD,5.875759766105568e-05,2.0
110,SUSHI-USD,DOT-USD,0.20305078391365725,17.0
111,SUSHI-USD,SOL-USD,0.060017425673556064,19.0
112,SUSHI-USD,UNI-USD,0.20406549322396325,9.0
113,SUSHI-USD,MATIC-USD,1.0222934831387238,4.0
114,SUSHI-USD,ETH-USD,0.0008466810149241792,1.0
115,ADA-USD,AAVE-USD,0.004555678326150889,6.0
116,BTC-USD,AAVE-USD,276.39405697477525,2.0
117,DOT-USD,UNI-USD,1.0038942173072742,20.0
118,CRV-USD,AAVE-USD,0.012875953075221323,19.0
119,CRV-USD,ETH-USD,0.0006704204922571751,2.0
120,SOL-USD,ETH-USD,0.014084685878842014,1.0
121,DOGE-USD,LTC-USD,0.0008603769955793254,9.0
122,DOGE-USD,1INCH-USD,0.14296502555416993,14.0
123,DOGE-USD,AVAX-USD,0.004299319614232804,11.0
124,AAVE-USD,UNI-USD,12.554296172267815,9.0
125,AAVE-USD,MATIC-USD,62.913827339333906,4.0
126,AAVE-USD,ETH-USD,0.05209038836098234,1.0
127,AVAX-USD,ETH-USD,0.011742914951029701,1.0
